a,b,theta in radians
26,36,0.9453112865556675
26,37,0.9582587701845933
26,38,0.9707461133931431
26,39,0.982793723247329
26,40,0.9944211062037129
26,41,1.0056468867881372
26,42,1.0164888305933455
26,43,1.0269638704927742
26,44,1.0370881351556351
26,45,1.0468769791096977
26,46,1.0563450137358688
26,47,1.065506138695502
26,48,1.0743735733900148
26,49,1.0829598881352542
26,50,1.0912770348023004
26,51,1.0993363767339894
26,52,1.1071487177940904
26,53,1.1147243304452858
26,54,1.1220729827841756
26,55,1.1292039644876055
26,56,1.1361261116456518
26,57,1.1428478304734144
26,58,1.1493771199070923
26,59,1.1557215931002232
26,60,1.1618884978439712
26,61,1.1678847359413809
26,62,1.1737168815699144
26,63,1.1793911986696861
26,64,1.1849136573968229
26,65,1.1902899496825317
26,66,1.1955255039389392
26,67,1.20062549895268
26,68,1.2055948770067235
26,69,1.2104383562701035
26,70,1.215160442494137
26,71,1.2197654400524764
26,72,1.2242574623609548
26,73,1.2286404417117163
26,74,1.2329181385546182
26,75,1.2370941502573463
26,76,1.241171919374154
26,77,1.24515474145161
26,78,1.2490457723982544
26,79,1.2528480354436053
26,80,1.2565644277105583
26,81,1.2601977264238688
26,82,1.2637505947761059
26,83,1.2672255874712328
26,84,1.2706251559647845
26,85,1.2739516534184936
26,86,1.2772073393861467
26,87,1.2803943842464554
26,88,1.2835148733977624
26,89,1.2865708112285175
26,90,1.2895641248766014
26,91,1.2924966677897853
26,92,1.2953702230988613
26,93,1.2981865068142746
26,94,1.3009471708564273
26,95,1.3036538059292013
26,96,1.306307944245664
26,97,1.3089110621143776
26,98,1.3114645823942117
26,99,1.313969876825089
27,27,0.7853981633974483
27,28,0.8035779784704266
27,29,0.8210972760767723
27,30,0.83798122500839
27,31,0.8542546526984929
27,32,0.8699419189104464
27,33,0.8850668158886104
27,34,0.8996524913588878
27,35,0.9137213910832431
27,36,0.9272952180016122
27,37,0.9403949053213894
27,38,0.9530406012286641
27,39,0.9652516631899266
27,40,0.9770466600841254
27,41,0.9884433806509134
27,42,0.9994588469612699
27,43,1.010109331812091
27,44,1.0204103791181054
27,45,1.0303768265243125
27,46,1.0400228295919898
27,47,1.049361887023153
27,48,1.0584068664841588
27,49,1.0671700306708005
27,50,1.0756630633264925
27,51,1.0838970949836275
27,52,1.0918827282473107
27,53,1.0996300624817867
27,54,1.1071487177940904
27,55,1.1144478582377877
27,56,1.121536214183016
27,57,1.1284221038181517
27,58,1.135113453763956
27,59,1.1416178187935986
27,60,1.1479424006619559
27,61,1.1540940660554981
27,62,1.1600793636802245
27,63,1.1659045405098132
27,64,1.171575557219644
27,65,1.1770981028348724
27,66,1.1824776086224307
27,67,1.1877192612578888
27,68,1.1928280152986233
27,69,1.1978086049948355
27,70,1.202665555469733
27,71,1.207403193299666
27,72,1.2120256565243244
27,73,1.2165369041162304
27,74,1.2209407249377986
27,75,1.2252407462131845
27,76,1.2294404415410498
27,77,1.233543138473238
27,78,1.237552025683224
27,79,1.241470159747059
27,80,1.2453004715584186
27,81,1.2490457723982544
27,82,1.2527087596784892
27,83,1.2562920223781515
27,84,1.2597980461893556
27,85,1.2632292183895633
27,86,1.266587832455657
27,87,1.2698760924344714
27,88,1.2730961170835957
27,89,1.2762499437954675
27,90,1.2793395323170296
27,91,1.2823667682765016
27,92,1.2853334665281517
27,93,1.2882413743253092
27,94,1.2910921743312656
27,95,1.2938874874771382
27,96,1.2966288756752378
27,97,1.299317844395982
27,98,1.3019558451159177
27,99,1.3045442776439713
28,28,0.7853981633974483
28,29,0.8029402234548508
28,30,0.8198672643969563
28,31,0.83620186745567
28,32,0.851966327173272
28,33,0.8671825440154444
28,34,0.8818719385800352
28,35,0.8960553845713439
28,36,0.9097531579442097
28,37,0.9229848998677982
28,38,0.9357695914045828
28,39,0.9481255380378293
28,40,0.960070362405688
28,41,0.9716210038085897
28,42,0.982793723247329
28,43,0.9936041129214358
28,44,1.0040671092713902
28,45,1.014197008784674
28,46,1.0240074859056492
28,47,1.0335116124941248
28,48,1.042721878368537
28,49,1.0516502125483738
28,50,1.0603080048781208
28,51,1.0687061277729024
28,52,1.0768549578753155
28,53,1.0847643974548002
28,54,1.092443895416239
28,55,1.0999024678141933
28,56,1.1071487177940904
28,57,1.1141908549024027
28,58,1.1210367137250576
28,59,1.1276937718274909
28,60,1.1341691669813552
28,61,1.1404697136723376
28,62,1.14660191889113
28,63,1.1525719972156676
28,64,1.1583858851975093
28,65,1.1640492550689256
28,66,1.169567527790048
28,67,1.1749458854574806
28,68,1.1801892830972098
28,69,1.1853024598655675
28,70,1.1902899496825317
28,71,1.1951560913218313
28,72,1.1999050379822342
28,73,1.2045407663641197
28,74,1.2090670852749643
28,75,1.2134876437867965
28,76,1.217805938967986
28,77,1.2220253232109897
28,78,1.2261490111768705
28,79,1.2301800863765837
28,80,1.2341215074081695
28,81,1.2379761138681475
28,82,1.2417466319545571
28,83,1.2454356797782544
28,84,1.2490457723982544
28,85,1.2525793265961158
28,86,1.2560386654035878
28,87,1.2594260223969949
28,88,1.2627435457711202
28,89,1.2659933022046592
28,90,1.269177280528657
28,91,1.2722973952087173
28,92,1.2753554896511765
28,93,1.27835333934286
28,94,1.2812926548335084
28,95,1.284175084569444
28,96,1.2870022175865687
28,97,1.28977558607032
28,98,1.2924966677897853
28,99,1.2951668884127656
29,29,0.7853981633974483
29,30,0.8023456932038533
29,31,0.8187191592756955
29,32,0.8345388978134685
29,33,0.8498250028230019
29,34,0.8645972343668997
29,35,0.8788749445560378
29,36,0.8926770190458511
29,37,0.906021831977551
29,38,0.9189272124893197
29,39,0.9314104211087237
29,40,0.943488134519134
29,41,0.9551764373657867
29,42,0.9664908199286669
29,43,0.9774461806381785
29,44,0.9880568325449244
29,45,0.9983365129768454
29,46,1.008298395725824
29,47,1.0179551052023572
29,48,1.027318732081853
29,49,1.0364008500404829
29,50,1.0452125332432864
29,51,1.0537643743033551
29,52,1.0620665024793434
29,53,1.0701286019201606
29,54,1.0779599298012958
29,55,1.0855693342275603
29,56,1.0929652718027818
29,57,1.100155824788757
29,58,1.1071487177940904
29,59,1.1139513339488993
29,60,1.1205707305341817
29,61,1.1270136540452556
29,62,1.1332865546774438
29,63,1.1393956002293444
29,64,1.1453466894248543
29,65,1.1511454646597927
29,66,1.1567973241826968
29,67,1.1623074337222694
29,68,1.1676807375761975
29,69,1.1729219691777273
29,70,1.178035661157575
29,71,1.1830261549195775
29,72,1.1878976097489533
29,73,1.1926540114722952
29,74,1.1972991806884192
29,75,1.2018367805890402
29,76,1.206270324387962
29,77,1.2106031823770664
29,78,1.2148385886269113
29,79,1.21897964734921
29,80,1.2230293389378812
29,81,1.2269905257047395
29,82,1.230865957325276
29,83,1.2346582760093288
29,84,1.2383700214107993
29,85,1.2420036352899422
29,86,1.2455614659411132
29,87,1.2490457723982544
29,88,1.2524587284297926
29,89,1.2558024263340397
29,90,1.25907888054563
29,91,1.2622900310629834
29,92,1.2654377467062596
29,93,1.268523828214782
29,94,1.27155001119242
29,95,1.274517968908977
29,96,1.277429314965187
29,97,1.2802856058285226
29,98,1.2830883432466182
29,99,1.2858389765447424
30,30,0.7853981633974483
30,31,0.8017901377054536
30,32,0.8176450458327023
30,33,0.8329812666744317
30,34,0.8478169733934057
30,35,0.8621700546672264
30,36,0.8760580505981934
30,37,0.8894981015070477
30,38,0.9025069079643125
30,39,0.9151007005533605
30,40,0.9272952180016122
30,41,0.9391056924559273
30,42,0.9505468408120751
30,43,0.9616328611341242
30,44,0.9723774333163594
30,45,0.982793723247329
30,46,0.992894389832651
30,47,1.0026915943204695
30,48,1.0121970114513341
30,49,1.0214218420233456
30,50,1.0303768265243125
30,51,1.039072259536091
30,52,1.047518004662921
30,53,1.0557235097761148
30,54,1.0636978224025597
30,55,1.0714496051147666
30,56,1.0789871508061981
30,57,1.0863183977578734
30,58,1.0934509444212248
30,59,1.1003920638583053
30,60,1.1071487177940904
30,61,1.113727570247107
30,62,1.120135000714263
30,63,1.1263771168937977
30,64,1.1324597669369387
30,65,1.1383885512243588
30,66,1.1441688336680205
30,67,1.1498057525426508
30,68,1.155304230854006
30,69,1.1606689862534056
30,70,1.1659045405098132
30,71,1.1710152285520998
30,72,1.176005207095135
30,73,1.1808784628640445
30,74,1.1856388204314225
30,75,1.1902899496825317
30,76,1.194835372923591
30,77,1.1992784716481877
30,78,1.2036224929766774
30,79,1.2078705557831637
30,80,1.2120256565243244
30,81,1.2160906747839564
30,82,1.220068378546693
30,83,1.223961429213889
30,84,1.2277723863741932
30,85,1.2315037123408519
30,86,1.2351577764672874
30,87,1.2387368592520112
30,88,1.2422431562434455
30,89,1.2456787817547466
30,90,1.2490457723982544
30,91,1.2523460904487416
30,92,1.2555816270441855
30,93,1.2587542052323633
30,94,1.261865582871155
30,95,1.2649174553900444
30,96,1.2679114584199251
30,97,1.270849170297955
30,98,1.2737321144538538
30,99,1.2765617616837088
31,31,0.7853981633974483
31,32,0.8012698463892384
31,33,0.8166379968277165
31,34,0.8315192794119595
31,35,0.8459301831795555
31,36,0.85988695361133
31,37,0.8734055369251891
31,38,0.8865015351337469
31,39,0.8991901705411564
31,40,0.9114862584620387
31,41,0.9234041870549677
31,42,0.9349579032711515
31,43,0.946160904023283
31,44,0.9570262317783284
31,45,0.9675664738702118
31,46,0.9777937649133708
31,47,0.9877197917757521
31,48,0.9973558006400677
31,49,1.0067126057452396
31,50,1.0158005994563097
31,51,1.024629763361109
31,52,1.03320968013615
31,53,1.0415495459630517
31,54,1.0496581833107783
31,55,1.0575440539286356
31,56,1.0652152719206915
31,57,1.0726796167945825
31,58,1.0799445463968773
31,59,1.087017209663688
31,60,1.0939044591293614
31,61,1.1006128631481593
31,62,1.1071487177940904
31,63,1.1135180584127538
31,64,1.1197266708063731
31,65,1.1257801020393552
31,66,1.1316836708568263
31,67,1.1374424777128656
31,68,1.1430614144086546
31,69,1.1485451733436245
31,70,1.1538982563850029
31,71,1.1591249833630017
31,72,1.164229500200355
31,73,1.1692157866860171
31,74,1.1740876639036828
31,75,1.1788488013263838
31,76,1.1835027235888202
31,77,1.1880528169493212
31,78,1.192502335453437
31,79,1.1968544068111506
31,80,1.2011120379995952
31,81,1.205278120603
31,82,1.209355435901344
31,83,1.2133466597189304
31,84,1.2172543670437779
31,85,1.2210810364283888
31,86,1.2248290541821005
31,87,1.2285007183648542
31,88,1.2320982425918496
31,89,1.2356237596581634
31,90,1.2390793249920473
31,91,1.242466919945238
31,92,1.2457884549282485
31,93,1.2490457723982544
31,94,1.2522406497068295
31,95,1.2553748018144564
31,96,1.2584498838783982
31,97,1.2614674937202095
31,98,1.2644291741788496
31,99,1.2673364153550746
32,32,0.7853981633974483
32,33,0.8007815651780434
32,34,0.8156919233162234
32,35,0.8301443948520639
32,36,0.844153986113171
32,37,0.8577354939360433
32,38,0.870903457075653
32,39,0.8836721166534575
32,40,0.8960553845713439
32,41,0.908066818901905
32,42,0.9197196053504169
32,43,0.931026543968271
32,44,0.9420000403794636
32,45,0.9526521008597094
32,46,0.9629943306809362
32,47,0.9730379352018146
32,48,0.982793723247329
32,49,0.9922721123771914
32,50,1.0014831356942346
32,51,1.0104364498900535
32,52,1.0191413442663497
32,53,1.0276067505070687
32,54,1.0358412530088001
32,55,1.043853099605467
32,56,1.0516502125483738
32,57,1.059240199624591
32,58,1.0666303653157436
32,59,1.0738277219158434
32,60,1.0808390005411683
32,61,1.087670661977563
32,62,1.09432890732119
32,63,1.1008196883778887
32,64,1.1071487177940904
32,65,1.1133214788988715
32,66,1.1193432352423422
32,67,1.1252190398203148
32,68,1.1309537439791604
32,69,1.1365520059980956
32,70,1.1420182993488803
32,71,1.1473569206351775
32,72,1.1525719972156676
32,73,1.1576674945164953
32,74,1.1626472230398073
32,75,1.1675148450760606
32,76,1.1722738811284763
32,77,1.1769277160585352
32,78,1.1814796049617557
32,79,1.1859326787832343
32,80,1.1902899496825317
32,81,1.1945543161575232
32,82,1.198728567936776
32,83,1.2028153906499124
32,84,1.2068173702852525
32,85,1.2107369974438444
32,86,1.2145766713987465
32,87,1.2183387039681923
32,88,1.2220253232109897
32,89,1.2256386769522283
32,90,1.2291808361470895
32,91,1.2326537980902492
32,92,1.2360594894780819
32,93,1.2393997693305772
32,94,1.2426764317795913
32,95,1.2458912087297775
32,96,1.2490457723982544
32,97,1.252141737738804
32,98,1.2551806647561303
32,99,1.2581640607154498
33,33,0.7853981633974483
33,34,0.8003224283875333
33,35,0.8148014516014535
33,36,0.8288490587889791
33,37,0.8424789458037129
33,38,0.8557046275160728
33,39,0.8685393952858895
33,40,0.8809962820612887
33,41,0.893088034230269
33,42,0.9048270894157867
33,43,0.9162255594715052
33,44,0.9272952180016122
33,45,0.9380474917927134
33,46,0.9484934556076892
33,47,0.9586438298498133
33,48,0.9685089806599324
33,49,0.9780989220598338
33,50,0.9874233198010407
33,51,0.9964914966201949
33,52,1.005312438640072
33,53,1.0138948026893106
33,54,1.0222469243443686
33,55,1.0303768265243125
33,56,1.0382922284930458
33,57,1.0460005551447893
33,58,1.0535089464672753
33,59,1.0608242670934838
33,60,1.0679531158670357
33,61,1.0749018353588367
33,62,1.0816765212833679
33,63,1.0882830317724197
33,64,1.0947269964721353
33,65,1.1010138254362145
33,66,1.1071487177940904
33,67,1.1131366701780037
33,68,1.1189824848972414
33,69,1.124690777851493
33,70,1.1302659861783835
33,71,1.1357123756328504
33,72,1.1410340476982082
33,73,1.146234946430539
33,74,1.1513188650395356
33,75,1.1562894522101108
33,76,1.1611502181700588
33,77,1.1659045405098132
33,78,1.1705556697609225
33,79,1.1751067347403141
33,80,1.1795607476677226
33,81,1.1839206090638685
33,82,1.1881891124370965
33,83,1.1923689487662197
33,84,1.1964627107873127
33,85,1.200472897092122
33,86,1.2044019160456563
33,87,1.208252089530389
33,88,1.2120256565243244
33,89,1.2157247765200072
33,90,1.219351532791345
33,91,1.2229079355149013
33,92,1.2263959247520995
33,93,1.2298173732985473
33,94,1.2331740894064644
33,95,1.2364678193859717
33,96,1.2397002500907646
33,97,1.2428730112934734
33,98,1.2459876779557952
33,99,1.2490457723982544
34,34,0.7853981633974483
34,35,0.7998899024629483
34,36,0.8139618212362083
34,37,0.8276265655104502
34,38,0.8408966686431651
34,39,0.8537845069879517
34,40,0.866302262552679
34,41,0.8784618921218662
34,42,0.8902751021276822
34,43,0.9017533286043231
34,44,0.9129077216126866
34,45,0.9237491335745736
34,46,0.9342881110069456
34,47,0.9445348891961419
34,48,0.9544993893988254
34,49,0.9641912182003697
34,50,0.973619668702219
34,51,0.982793723247329
34,52,0.9917220574271658
34,53,1.0004130451449549
34,54,1.0088747645380813
34,55,1.017115004587899
34,56,1.025141272267905
34,57,1.032960800101468
34,58,1.0405805540182667
34,59,1.0480072414144943
34,60,1.0552473193359175
34,61,1.0623070027152066
34,62,1.069192272605776
34,63,1.0759088843638223
34,64,1.082462375738491
34,65,1.0888580748372703
34,66,1.0951011079399045
34,67,1.1011964071394988
34,68,1.1071487177940904
34,69,1.1129626057759323
34,70,1.118642464509121
34,71,1.124192521789088
34,72,1.1296168463799159
34,73,1.1349193543875116
34,74,1.1401038154083887
34,75,1.145173858455265
34,76,1.1501329776618616
34,77,1.154984537770268
34,78,1.1597317794050321
34,79,1.1643778241387512
34,80,1.16892567935444
34,81,1.1733782429103226
34,82,1.1777383076129642
34,83,1.1820085655048573
34,84,1.1861916119726832
34,85,1.1902899496825317
34,86,1.1943059923483736
34,87,1.1982420683400328
34,88,1.202100424136847
34,89,1.2058832276331033
34,90,1.209592571301215
34,91,1.2132304752184657
34,92,1.2167988899630005
34,93,1.220299699384575
34,94,1.223734723255406
34,95,1.227105719806292
34,96,1.2304143881529896
34,97,1.2336623706176593
34,98,1.2368512549500026
34,99,1.239982576452546
35,35,0.7853981633974483
35,36,0.7994817392203084
35,37,0.8131687999908693
35,38,0.8264709419879024
35,39,0.8393996637734166
35,40,0.851966327173272
35,41,0.8641821243865921
35,42,0.8760580505981934
35,43,0.8876048815047018
35,44,0.8988331552046647
35,45,0.9097531579442097
35,46,0.9203749132513717
35,47,0.9307081740331504
35,48,0.9407624172489815
35,49,0.9505468408120751
35,50,0.960070362405688
35,51,0.9693416199346234
35,52,0.978368973363018
35,53,0.9871605077177353
35,54,0.995724037062506
35,55,1.0040671092713902
35,56,1.0121970114513341
35,57,1.0201207758826454
35,58,1.0278451863633038
35,59,1.035376784858271
35,60,1.042721878368537
35,61,1.0498865459466808
35,62,1.0568766457963628
35,63,1.0636978224025597
35,64,1.0703555136476024
35,65,1.0768549578753155
35,66,1.083201200871883
35,67,1.0893991027375929
35,68,1.0954533446284016
35,69,1.1013684353504287
35,70,1.1071487177940904
35,71,1.1127983751976749
35,72,1.1183214372328298
35,73,1.123721785906708
35,74,1.129003161277453
35,75,1.1341691669813552
35,76,1.1392232755713914
35,77,1.1441688336680205
35,78,1.1490090669240796
35,79,1.1537470848064113
35,80,1.1583858851975093
35,81,1.1629283588209864
35,82,1.1673772934950848
35,83,1.1717353782187627
35,84,1.176005207095135
35,85,1.1801892830972098
35,86,1.1842900216809766
35,87,1.188309754250964
35,88,1.1922507314834034
35,89,1.1961151265121204
35,90,1.1999050379822342
35,91,1.2036224929766774
35,92,1.2072694498204581
35,93,1.2108478007674905
35,94,1.2143593745747001
35,95,1.217805938967986
35,96,1.2211892030044948
35,97,1.2245108193355185
35,98,1.2277723863741932
35,99,1.23097545037203
36,36,0.7853981633974483
36,37,0.7990959367703141
36,38,0.8124186125847132
36,39,0.8253768505207383
36,40,0.83798122500839
36,41,0.850242190950655
36,42,0.8621700546672264
36,43,0.8737749495422971
36,44,0.8850668158886104
36,45,0.8960553845713439
36,46,0.906750163968212
36,47,0.9171604298753748
36,48,0.9272952180016122
36,49,0.9371633187251515
36,50,0.9467732738181398
36,51,0.9561333748727311
36,52,0.9652516631899266
36,53,0.9741359309175819
36,54,0.982793723247329
36,55,0.9912323415015735
36,56,0.9994588469612699
36,57,1.0074800653029286
36,58,1.015302591529353
36,59,1.0229327952930611
36,60,1.0303768265243125
36,61,1.0376406212872666
36,62,1.0447299077981331
36,63,1.0516502125483738
36,64,1.0584068664841588
36,65,1.0650050112004932
36,66,1.0714496051147666
36,67,1.0777454295900855
36,68,1.0838970949836275
36,69,1.089909046599561
36,70,1.0957855705297999
36,71,1.1015307993691352
36,72,1.1071487177940904
36,73,1.112643167997307
36,74,1.1180178549713606
36,75,1.1232763516377269
36,76,1.1284221038181517
36,77,1.1334584350470127
36,78,1.1383885512243588
36,79,1.1432155451102701
36,80,1.1479424006619559
36,81,1.1525719972156676
36,82,1.1571071135160333
36,83,1.1615504315958631
36,84,1.1659045405098132
36,85,1.1701719399255743
36,86,1.1743550435764554
36,87,1.178456182579381
36,88,1.1824776086224307
36,89,1.1864214970261049
36,90,1.1902899496825317
36,91,1.1940849978768333
36,92,1.1978086049948355
36,93,1.201462669121271
36,94,1.205049025532552
36,95,1.2085694490881256
36,96,1.2120256565243244
36,97,1.2154193086545466
36,98,1.2187520124794793
36,99,1.2220253232109897
37,37,0.7853981633974483
37,38,0.798730706691594
37,39,0.8117078806503705
37,40,0.8243395064944876
37,41,0.8366353308008672
37,42,0.8486049952949085
37,43,0.8602580111082151
37,44,0.8716037370732271
37,45,0.8826513616490141
37,46,0.8934098880974946
37,47,0.903888122555586
37,48,0.9140946646754625
37,49,0.9240379005316064
37,50,0.933725997519213
37,51,0.9431669009934023
37,52,0.9523683324223773
37,53,0.9613377888499761
37,54,0.9700825434839029
37,55,0.9786096472452543
37,56,0.9869259311327816
37,57,0.9950380092716609
37,58,1.0029522825314567
37,59,1.0106749426115036
37,60,1.0182119765041826
37,61,1.0255691712576214
37,62,1.0327521189692719
37,63,1.0397662219507142
37,64,1.0466166980119833
37,65,1.053308585820788
37,66,1.0598467502982862
37,67,1.066235888018651
37,68,1.0724805325845908
37,69,1.0785850599553306
37,70,1.0845536937073916
37,71,1.090390510211853
37,72,1.0960994437147218
37,73,1.1016842913096028
37,74,1.1071487177940904
37,75,1.1124962604032411
37,76,1.1177303334151663
37,77,1.1228542326252298
37,78,1.1278711396865744
37,79,1.132784126315768
37,80,1.1375961583632617
37,81,1.1423100997491187
37,82,1.1469287162651174
37,83,1.1514546792448666
37,84,1.155890569104022
37,85,1.1602388787530462
37,86,1.1645020168852562
37,87,1.168682311143134
37,88,1.1727820111660447
37,89,1.1768032915226587
37,90,1.180748254531447
37,91,1.1846189329727008
37,92,1.1884172926955436
37,93,1.1921452351234192
37,94,1.1958045996615279
37,95,1.199397166009648
37,96,1.2029246563837432
37,97,1.206388737649694
37,98,1.2097910233724338
37,99,1.2131330757836905
38,38,0.7853981633974483
38,39,0.7983844463176208
38,40,0.8110335719191257
38,41,0.8233546085857627
38,42,0.8353565591193911
38,43,0.8470483340367073
38,44,0.8584387287005677
38,45,0.8695364039286192
38,46,0.8803498697402046
38,47,0.890887471922539
38,48,0.901157381118259
38,49,0.911167584157976
38,50,0.9209258773829491
38,51,0.9304398617240539
38,52,0.9397169393235674
38,53,0.9487643115057242
38,54,0.9575889779203873
38,55,0.9661977367014197
38,56,0.9745971854974165
38,57,0.982793723247329
38,58,0.9907935525872157
38,59,0.9986026827869026
38,60,1.0062269331267966
38,61,1.0136719366355011
38,62,1.0209431441183117
38,63,1.0280458284151859
38,64,1.034985088834433
38,65,1.041765855715248
38,66,1.0483928950783679
38,67,1.0548708133296119
38,68,1.0612040619859708
38,69,1.0673969423982426
38,70,1.073453610448074
38,71,1.0793780812006695
38,72,1.085174233497428
38,73,1.0908458144754283
38,74,1.0963964440029892
38,75,1.1018296190225747
38,76,1.1071487177940904
38,77,1.1123570040331623
38,78,1.117457630940334
38,79,1.1224536451182823
38,80,1.1273479903751584
38,81,1.1321435114130107
38,82,1.136842957401
38,83,1.1414489854337304
38,84,1.1459641638755542
38,85,1.1503909755921538
38,86,1.154731821071074
38,87,1.1589890214331802
38,88,1.1631648213372698
38,89,1.1672613917802583
38,90,1.171280832795522
38,91,1.17522517605209
38,92,1.1790963873574725
38,93,1.1828963690669643
38,94,1.1866269624022971
38,95,1.1902899496825317
38,96,1.1938870564700756
38,97,1.197419953634692
38,98,1.200890259338339
38,99,1.2042995409436388
39,39,0.7853981633974483
39,40,0.7980557152315002
39,41,0.8103929570163685
39,42,0.8224182792713783
39,43,0.83414001470738
39,44,0.8455664145524581
39,45,0.8567056281827385
39,46,0.8675656857591484
39,47,0.878154483585592
39,48,0.8884797719201486
39,49,0.8985491449879328
39,50,0.9083700329617455
39,51,0.9179496956941223
39,52,0.9272952180016122
39,53,0.9364135063188077
39,54,0.9453112865556675
39,55,0.953995103006878
39,56,0.9624713181763236
39,57,0.9707461133931431
39,58,0.9788254901082957
39,59,0.9867152717720891
39,60,0.9944211062037129
39,61,1.0019484683735376
39,62,1.0093026635277977
39,63,1.0164888305933455
39,64,1.0235119458074595
39,65,1.0303768265243125
39,66,1.0370881351556351
39,67,1.043650383208487
39,68,1.050067935387826
39,69,1.0563450137358688
39,70,1.0624857017840694
39,71,1.0684939486969438
39,72,1.0743735733900148
39,73,1.0801282686068256
39,74,1.0857616049423608
39,75,1.0912770348023004
39,76,1.0966778962893937
39,77,1.101967417009852
39,78,1.1071487177940904
39,79,1.112224816327389
39,80,1.1171986306871249
39,81,1.1220729827841756
39,82,1.1268506017068993
39,83,1.131534126966809
39,84,1.1361261116456518
39,85,1.1406290254441298
39,86,1.1450452576329289
39,87,1.1493771199070923
39,88,1.1536268491450934
39,89,1.1577966100742025
39,90,1.1618884978439712
39,91,1.1659045405098132
39,92,1.169846701428803
39,93,1.1737168815699144
39,94,1.1775169217409998
39,95,1.1812486047348643
39,96,1.1849136573968229
39,97,1.1885137526161473
39,98,1.1920505112438124
39,99,1.1955255039389392
40,40,0.7853981633974483
40,41,0.7977432152416728
40,42,0.8097835725701669
40,43,0.8215270139102239
40,44,0.8329812666744317
40,45,0.844153986113171
40,46,0.8550527371260165
40,47,0.8656849786804648
40,48,0.8760580505981934
40,49,0.8861791624821161
40,50,0.8960553845713439
40,51,0.9056936403254024
40,52,0.9151007005533605
40,53,0.9242831789176613
40,54,0.9332475286562039
40,55,0.9420000403794636
40,56,0.9505468408120751
40,57,0.9588938923602299
40,58,0.9670469933974603
40,59,0.9750117791718378
40,60,0.982793723247329
40,61,0.9903981394010224
40,62,0.9978301839061905
40,63,1.005094858138719
40,64,1.0121970114513341
40,65,1.0191413442663497
40,66,1.025932411343353
40,67,1.0325746251834182
40,68,1.039072259536091
40,69,1.0454294529795805
40,70,1.0516502125483738
40,71,1.0577384173858577
40,72,1.0636978224025597
40,73,1.0695320619233142
40,74,1.075244653309068
40,75,1.0808390005411683
40,76,1.0863183977578734
40,77,1.091686032734505
40,78,1.0969449903001363
40,79,1.1020982556850178
40,80,1.1071487177940904
40,81,1.1120991724029339
40,82,1.1169523252733864
40,83,1.121710795186829
40,84,1.1263771168937977
40,85,1.1309537439791604
40,86,1.1354430516425942
40,87,1.13984733939452
40,88,1.1441688336680205
40,89,1.1484096903475698
40,90,1.1525719972156676
40,91,1.156657776318685
40,92,1.1606689862534056
40,93,1.1646075243758967
40,94,1.168475228934456
40,95,1.1722738811284763
40,96,1.176005207095135
40,97,1.1796708798258675
40,98,1.1832725210146178
40,99,1.1868117028398777
41,41,0.7853981633974483
41,42,0.7974457732516343
41,43,0.8092031895825182
41,44,0.8206776369910396
41,45,0.8318762947484513
41,46,0.842806278034248
41,47,0.8534746216554477
41,48,0.8638882660347802
41,49,0.8740540452648857
41,50,0.8839786770362513
41,51,0.8936687542579044
41,52,0.9031307382015419
41,53,0.9123709530115273
41,54,0.9213955814348322
41,55,0.9302106616363873
41,56,0.9388220849762935
41,57,0.9472355946358711
41,58,0.9554567849895046
41,59,0.9634911016286458
41,60,0.9713438419531591
41,61,0.9790201562533937
41,62,0.9865250492139878
41,63,0.993863381777436
41,64,1.0010398733119181
41,65,1.0080591040338134
41,66,1.0149255176407388
41,67,1.0216434241158858
41,68,1.0282170026689061
41,69,1.0346503047826618
41,70,1.04094725733883
41,71,1.0471116657986534
41,72,1.0531472174181222
41,73,1.0590574844795386
41,74,1.0648459275238205
41,75,1.0705158985700445
41,76,1.0760706443106482
41,77,1.081513309272413
41,78,1.086846938934872
41,79,1.092074482799131
41,80,1.0971987974012853
41,81,1.1022226492656675
41,82,1.1071487177940904
41,83,1.111979598088067
41,84,1.1167178037017012
41,85,1.1213657693235792
41,86,1.125925853386523
41,87,1.1304003406045535
41,88,1.134791444436815
41,89,1.1391013094785702
41,90,1.1433320137796712
41,91,1.1474855710911769
41,92,1.1515639330410015
41,93,1.155568991239665
41,94,1.1595025793173657
41,95,1.1633664748937216
41,96,1.167162401481631
41,97,1.1708920303267776
41,98,1.1745569821843727
41,99,1.1781588290347698
42,42,0.7853981633974483
42,43,0.797162326547207
42,44,0.8086497862079113
42,45,0.8198672643969563
42,46,0.8308214428190254
42,47,0.8415189460986248
42,48,0.851966327173272
42,49,0.8621700546672264
42,50,0.8721365020734334
42,51,0.8818719385800352
42,52,0.8913825213870482
42,53,0.9006742893684003
42,54,0.9097531579442097
42,55,0.9186249150378267
42,56,0.9272952180016122
42,57,0.9357695914045828
42,58,0.9440534255838497
42,59,0.9521519758701494
42,60,0.960070362405688
42,61,0.9678135704799592
42,62,0.9753864513161641
42,63,0.982793723247329
42,64,0.9900399732272261
42,65,0.9971296586267359
42,66,1.0040671092713902
42,67,1.0108565296805083
42,68,1.017502001472604
42,69,1.0240074859056492
42,70,1.0303768265243125
42,71,1.0366137518895122
42,72,1.042721878368537
42,73,1.0487047129666092
42,74,1.0545656561831487
42,75,1.0603080048781208
42,76,1.0659349551357702
42,77,1.0714496051147666
42,78,1.0768549578753155
